"","gold_price_dates","prices"
"257",1979-09-15,87.14392009
"258",1979-09-16,87.14392009
"259",1979-09-17,89.434070795
"260",1979-09-18,94.55961656
"261",1979-09-19,96.11354742
"262",1979-09-20,95.26877636
"263",1979-09-21,94.575479345
"264",1979-09-22,94.575479345
"265",1979-09-23,94.575479345
"266",1979-09-24,96.11292535
"267",1979-09-25,95.55679477
"268",1979-09-26,92.9434787
"269",1979-09-27,96.158025425
"270",1979-09-28,99.22825191
"271",1979-09-29,99.22825191
"272",1979-09-30,99.22825191
"273",1979-10-01,100.15451414
"274",1979-10-02,109.799398455
"275",1979-10-03,105.51240305
"276",1979-10-04,99.279572685
"277",1979-10-05,92.739128705
"278",1979-10-06,92.739128705
"279",1979-10-07,92.739128705
"280",1979-10-08,96.34868988
"281",1979-10-09,95.859431825
"282",1979-10-10,103.351642905
"283",1979-10-11,101.28481533
"284",1979-10-12,98.37477187
"285",1979-10-13,98.37477187
"286",1979-10-14,98.37477187
"287",1979-10-15,102.28945838
"288",1979-10-16,101.469259085
"289",1979-10-17,98.73059591
"290",1979-10-18,97.26624313
"291",1979-10-19,98.85749819
"292",1979-10-20,98.85749819
"293",1979-10-21,98.85749819
"294",1979-10-22,101.581853755
"295",1979-10-23,100.448442215
"296",1979-10-24,99.852499155
"297",1979-10-25,100.322162005
"298",1979-10-26,96.556150225
"299",1979-10-27,96.556150225
"300",1979-10-28,96.556150225
"301",1979-10-29,96.753968485
"302",1979-10-30,97.47961314
"303",1979-10-31,97.7458591
"304",1979-11-01,97.934657345
"305",1979-11-02,96.47932458
"306",1979-11-03,96.47932458
"307",1979-11-04,96.47932458
"308",1979-11-05,97.568880185
"309",1979-11-06,99.26868646
"310",1979-11-07,100.161045875
"311",1979-11-08,101.126498515
"312",1979-11-09,100.155447245
"313",1979-11-10,100.155447245
"314",1979-11-11,100.155447245
"315",1979-11-12,100.04814017
"316",1979-11-13,98.910685175
"317",1979-11-14,97.909152475
"318",1979-11-15,96.447287975
"319",1979-11-16,95.557105805
"320",1979-11-17,95.557105805
"321",1979-11-18,95.557105805
"322",1979-11-19,97.5654588
"323",1979-11-20,97.995620205
"324",1979-11-21,99.68485129
"325",1979-11-22,99.20958981
"326",1979-11-23,98.52282453
"327",1979-11-24,98.52282453
"328",1979-11-25,98.52282453
"329",1979-11-26,98.659990965
"330",1979-11-27,98.867762345
"331",1979-11-28,101.104726065
"332",1979-11-29,102.22289689
"333",1979-11-30,102.961605015
"334",1979-12-01,102.961605015
"335",1979-12-02,102.961605015
"336",1979-12-03,105.51178098
"337",1979-12-04,109.485253105
"338",1979-12-05,108.02369964
"339",1979-12-06,109.268150675
"340",1979-12-07,109.25042168
"341",1979-12-08,109.25042168
"342",1979-12-09,109.25042168
"343",1979-12-10,109.52226627
"344",1979-12-11,111.455348795
"345",1979-12-12,113.48982873
"346",1979-12-13,115.131160425
"347",1979-12-14,115.51777693
"348",1979-12-15,115.51777693
"349",1979-12-16,115.51777693
"350",1979-12-17,116.31713688
"351",1979-12-18,119.19732098
"352",1979-12-19,124.04200214
"353",1979-12-20,120.154997745
"354",1979-12-21,119.40882478
"355",1979-12-22,119.40882478
"356",1979-12-23,119.40882478
"357",1979-12-24,119.178969915
"358",1979-12-25,119.178969915
"359",1979-12-26,119.178969915
"360",1979-12-27,125.462498985
"361",1979-12-28,127.726211715
"362",1979-12-29,127.726211715
"363",1979-12-30,127.726211715
"364",1979-12-31,130.31246774
"365",1980-01-01,130.31246774
"366",1980-01-02,138.06408201
"367",1980-01-03,156.233191535
"368",1980-01-04,147.498706665
"369",1980-01-05,147.498706665
"370",1980-01-06,147.498706665
"371",1980-01-07,155.05405785
"372",1980-01-08,150.938753765
"373",1980-01-09,147.628097225
"374",1980-01-10,150.309840995
"375",1980-01-11,150.88805506
"376",1980-01-12,150.88805506
"377",1980-01-13,150.88805506
"378",1980-01-14,159.059255545
"379",1980-01-15,167.517541335
"380",1980-01-16,188.691559995
"381",1980-01-17,178.90484372
"382",1980-01-18,202.05517877
"383",1980-01-19,202.05517877
"384",1980-01-20,202.05517877
"385",1980-01-21,208.70572914
"386",1980-01-22,188.93696661
"387",1980-01-23,160.70805208
"388",1980-01-24,176.07566936
"389",1980-01-25,172.10126413
"390",1980-01-26,172.10126413
"391",1980-01-27,172.10126413
"392",1980-01-28,157.57406342
"393",1980-01-29,168.95918856
"394",1980-01-30,174.694984995
"395",1980-01-31,165.769524635
"396",1980-02-01,167.50230062
"397",1980-02-02,167.50230062
"398",1980-02-03,167.50230062
"399",1980-02-04,165.80404952
"400",1980-02-05,163.100222265
"401",1980-02-06,170.051232445
"402",1980-02-07,172.940747595
"403",1980-02-08,169.32061123
"404",1980-02-09,169.32061123
"405",1980-02-10,169.32061123
"406",1980-02-11,175.31861017
"407",1980-02-12,173.1718466
"408",1980-02-13,170.301304585
"409",1980-02-14,168.13681202
"410",1980-02-15,166.471841665
"411",1980-02-16,166.471841665
"412",1980-02-17,166.471841665
"413",1980-02-18,163.610319665
"414",1980-02-19,164.62771515
"415",1980-02-20,154.91471417
"416",1980-02-21,159.8222244
"417",1980-02-22,159.81413749
"418",1980-02-23,159.81413749
"419",1980-02-24,159.81413749
"420",1980-02-25,155.29542101
"421",1980-02-26,158.381821315
"422",1980-02-27,156.21173012
"423",1980-02-28,158.547914005
"424",1980-02-29,159.81227128
"425",1980-03-01,159.81227128
"426",1980-03-02,159.81227128
"427",1980-03-03,160.48286274
"428",1980-03-04,159.783345025
"429",1980-03-05,161.750330365
"430",1980-03-06,159.99578193
"431",1980-03-07,152.19502413
"432",1980-03-08,152.19502413
"433",1980-03-09,152.19502413
"434",1980-03-10,152.69205806
"435",1980-03-11,143.57624428
"436",1980-03-12,146.48939809
"437",1980-03-13,145.17434211
"438",1980-03-14,127.333063475
"439",1980-03-15,127.333063475
"440",1980-03-16,127.333063475
"441",1980-03-17,122.341573795
"442",1980-03-18,119.567763665
"443",1980-03-19,130.06426181
"444",1980-03-20,141.634452775
"445",1980-03-21,135.85324523
"446",1980-03-22,135.85324523
"447",1980-03-23,135.85324523
"448",1980-03-24,138.129088325
"449",1980-03-25,139.169189365
"450",1980-03-26,132.90338929
"451",1980-03-27,123.637345605
"452",1980-03-28,124.740897785
"453",1980-03-29,124.740897785
"454",1980-03-30,124.740897785
"455",1980-03-31,129.245928725
"456",1980-04-01,131.859866865
"457",1980-04-02,126.43261715
"458",1980-04-03,125.567006745
"459",1980-04-04,125.567006745
"460",1980-04-05,125.567006745
"461",1980-04-06,125.567006745
"462",1980-04-07,125.567006745
"463",1980-04-08,130.998299915
"464",1980-04-09,137.64418476
"465",1980-04-10,135.446100415
"466",1980-04-11,133.631522225
"467",1980-04-12,133.631522225
"468",1980-04-13,133.631522225
"469",1980-04-14,133.423128775
"470",1980-04-15,124.921920155
"471",1980-04-16,127.789040785
"472",1980-04-17,128.084524035
"473",1980-04-18,128.36538864
"474",1980-04-19,128.36538864
"475",1980-04-20,128.36538864
"476",1980-04-21,127.38936081
"477",1980-04-22,123.30111677
"478",1980-04-23,124.724723965
"479",1980-04-24,127.19900739
"480",1980-04-25,135.91980672
"481",1980-04-26,135.91980672
"482",1980-04-27,135.91980672
"483",1980-04-28,131.58335675
"484",1980-04-29,127.051265765
"485",1980-04-30,129.241574235
"486",1980-05-01,126.28394242
"487",1980-05-02,126.452212355
"488",1980-05-03,126.452212355
"489",1980-05-04,126.452212355
"490",1980-05-05,126.452212355
"491",1980-05-06,127.201184635
"492",1980-05-07,125.50386664
"493",1980-05-08,126.287985875
"494",1980-05-09,126.34303907
"495",1980-05-10,126.34303907
"496",1980-05-11,126.34303907
"497",1980-05-12,125.272767635
"498",1980-05-13,125.69235385
"499",1980-05-14,127.202428775
"500",1980-05-15,126.319711445
"501",1980-05-16,127.20771637
"502",1980-05-17,127.20771637
"503",1980-05-18,127.20771637
"504",1980-05-19,126.64163267
"505",1980-05-20,125.32782083
"506",1980-05-21,124.032982125
"507",1980-05-22,128.011741845
"508",1980-05-23,123.43797217
"509",1980-05-24,123.43797217
"510",1980-05-25,123.43797217
"511",1980-05-26,123.43797217
"512",1980-05-27,121.78388804
"513",1980-05-28,126.76977909
"514",1980-05-29,126.541168365
"515",1980-05-30,129.14981891
"516",1980-05-31,129.14981891
"517",1980-06-01,129.14981891
"518",1980-06-02,137.46813895
"519",1980-06-03,137.09925144
"520",1980-06-04,139.3063558
"521",1980-06-05,142.24003792
"522",1980-06-06,143.287292765
"523",1980-06-07,143.287292765
"524",1980-06-08,143.287292765
"525",1980-06-09,152.337167125
"526",1980-06-10,147.957172255
"527",1980-06-11,145.457072925
"528",1980-06-12,143.609525025
"529",1980-06-13,148.31579561
"530",1980-06-14,148.31579561
"531",1980-06-15,148.31579561
"532",1980-06-16,145.89469917
"533",1980-06-17,144.517125155
"534",1980-06-18,147.18300614
"535",1980-06-19,145.927357845
"536",1980-06-20,147.52079015
"537",1980-06-21,147.52079015
"538",1980-06-22,147.52079015
"539",1980-06-23,145.008560455
"540",1980-06-24,146.512103645
"541",1980-06-25,152.08242946
"542",1980-06-26,151.70110055
"543",1980-06-27,153.5579795
"544",1980-06-28,153.5579795
"545",1980-06-29,153.5579795
"546",1980-06-30,160.196399505
"547",1980-07-01,158.695966665
"548",1980-07-02,162.82806664
"549",1980-07-03,161.69652131
"550",1980-07-04,161.540070705
"551",1980-07-05,161.540070705
"552",1980-07-06,161.540070705
"553",1980-07-07,158.86610281
"554",1980-07-08,166.514142425
"555",1980-07-09,163.961789215
"556",1980-07-10,160.67819272
"557",1980-07-11,160.11770765
"558",1980-07-12,160.11770765
"559",1980-07-13,160.11770765
"560",1980-07-14,156.493838865
"561",1980-07-15,150.177340085
"562",1980-07-16,151.055702925
"563",1980-07-17,151.889898795
"564",1980-07-18,147.491863895
"565",1980-07-19,147.491863895
"566",1980-07-20,147.491863895
"567",1980-07-21,149.418414685
"568",1980-07-22,147.018468625
"569",1980-07-23,152.151168195
"570",1980-07-24,152.232659365
"571",1980-07-25,156.718406135
"572",1980-07-26,156.718406135
"573",1980-07-27,156.718406135
"574",1980-07-28,154.23727994
"575",1980-07-29,156.700366105
"576",1980-07-30,155.603034625
"577",1980-07-31,149.708299305
"578",1980-08-01,155.952637965
"579",1980-08-02,155.952637965
"580",1980-08-03,155.952637965
"581",1980-08-04,150.74062447
"582",1980-08-05,152.169830295
"583",1980-08-06,150.888366095
"584",1980-08-07,152.83762244
"585",1980-08-08,152.49735015
"586",1980-08-09,152.49735015
"587",1980-08-10,152.49735015
"588",1980-08-11,148.344099795
"589",1980-08-12,148.123264945
"590",1980-08-13,148.56400154
"591",1980-08-14,150.24483468
"592",1980-08-15,150.71449753
"593",1980-08-16,150.71449753
"594",1980-08-17,150.71449753
"595",1980-08-18,146.78550341
"596",1980-08-19,150.76053071
"597",1980-08-20,150.735336875
"598",1980-08-21,154.946128705
"599",1980-08-22,154.485796905
"600",1980-08-23,154.485796905
"601",1980-08-24,154.485796905
"602",1980-08-25,154.485796905
"603",1980-08-26,151.524743705
"604",1980-08-27,151.91073814
"605",1980-08-28,152.89547495
"606",1980-08-29,152.51974467
"607",1980-08-30,152.51974467
"608",1980-08-31,152.51974467
"609",1980-09-01,150.02213362
"610",1980-09-02,151.16363207
"611",1980-09-03,152.58319581
"612",1980-09-04,152.57199855
"613",1980-09-05,155.5361621
"614",1980-09-06,155.5361621
"615",1980-09-07,155.5361621
"616",1980-09-08,157.792721025
"617",1980-09-09,162.778612075
"618",1980-09-10,165.04325791
"619",1980-09-11,162.11704063
"620",1980-09-12,166.207461915
"621",1980-09-13,166.207461915
"622",1980-09-14,166.207461915
"623",1980-09-15,161.612230825
"624",1980-09-16,161.489683035
"625",1980-09-17,162.973942055
"626",1980-09-18,162.624338715
"627",1980-09-19,162.710806445
"628",1980-09-20,162.710806445
"629",1980-09-21,162.710806445
"630",1980-09-22,167.18317871
"631",1980-09-23,173.783030375
"632",1980-09-24,171.476394815
"633",1980-09-25,170.055586935
"634",1980-09-26,168.382218635
"635",1980-09-27,168.382218635
"636",1980-09-28,168.382218635
"637",1980-09-29,165.65661893
"638",1980-09-30,162.08966955
"639",1980-10-01,163.846706265
"640",1980-10-02,163.275646005
"641",1980-10-03,161.82591187
"642",1980-10-04,161.82591187
"643",1980-10-05,161.82591187
"644",1980-10-06,161.28719925
"645",1980-10-07,163.774546145
"646",1980-10-08,162.467577075
"647",1980-10-09,164.038303825
"648",1980-10-10,164.102377035
"649",1980-10-11,164.102377035
"650",1980-10-12,164.102377035
"651",1980-10-13,163.448581465
"652",1980-10-14,162.08718127
"653",1980-10-15,162.6837464
"654",1980-10-16,161.36371386
"655",1980-10-17,160.032173025
"656",1980-10-18,160.032173025
"657",1980-10-19,160.032173025
"658",1980-10-20,157.8751453
"659",1980-10-21,156.356983465
"660",1980-10-22,157.976853745
"661",1980-10-23,155.104756555
"662",1980-10-24,151.04357256
"663",1980-10-25,151.04357256
"664",1980-10-26,151.04357256
"665",1980-10-27,152.216485545
"666",1980-10-28,151.443252535
"667",1980-10-29,154.09544798
"668",1980-10-30,154.13961495
"669",1980-10-31,152.7555092
"670",1980-11-01,152.7555092
"671",1980-11-02,152.7555092
"672",1980-11-03,151.307641275
"673",1980-11-04,154.818604355
"674",1980-11-05,156.93892995
"675",1980-11-06,152.50854741
"676",1980-11-07,144.47202508
"677",1980-11-08,144.47202508
"678",1980-11-09,144.47202508
"679",1980-11-10,148.8924545
"680",1980-11-11,144.83718017
"681",1980-11-12,146.92484709
"682",1980-11-13,147.35096504
"683",1980-11-14,148.20631129
"684",1980-11-15,148.20631129
"685",1980-11-16,148.20631129
"686",1980-11-17,146.571200295
"687",1980-11-18,143.563491845
"688",1980-11-19,152.790656155
"689",1980-11-20,153.34523156
"690",1980-11-21,155.78374596
"691",1980-11-22,155.78374596
"692",1980-11-23,155.78374596
"693",1980-11-24,155.32279209
"694",1980-11-25,149.15870046
"695",1980-11-26,151.86532703
"696",1980-11-27,150.68899266
"697",1980-11-28,151.53376372
"698",1980-11-29,151.53376372
"699",1980-11-30,151.53376372
"700",1980-12-01,155.219217435
"701",1980-12-02,153.820804075
"702",1980-12-03,153.812095095
"703",1980-12-04,155.15296698
"704",1980-12-05,152.206532425
"705",1980-12-06,152.206532425
"706",1980-12-07,152.206532425
"707",1980-12-08,150.753998975
"708",1980-12-09,150.574220745
"709",1980-12-10,145.930468195
"710",1980-12-11,142.23443929
"711",1980-12-12,135.798814105
"712",1980-12-13,135.798814105
"713",1980-12-14,135.798814105
"714",1980-12-15,142.72587459
"715",1980-12-16,138.24199403
"716",1980-12-17,140.906008805
"717",1980-12-18,142.325572545
"718",1980-12-19,137.58882053
"719",1980-12-20,137.58882053
"720",1980-12-21,137.58882053
"721",1980-12-22,145.9500634
"722",1980-12-23,147.520479115
"723",1980-12-24,147.42125895
"724",1980-12-25,147.42125895
"725",1980-12-26,147.42125895
"726",1980-12-27,147.42125895
"727",1980-12-28,147.42125895
"728",1980-12-29,148.039285495
"729",1980-12-30,143.369406005
"730",1980-12-31,143.708434155
"731",1981-01-01,143.708434155
"732",1981-01-02,144.58461975
"733",1981-01-03,144.58461975
"734",1981-01-04,144.58461975
"735",1981-01-05,143.22104231
"736",1981-01-06,146.359074425
"737",1981-01-07,144.53920864
"738",1981-01-08,141.220154155
"739",1981-01-09,143.173453955
"740",1981-01-10,143.173453955
"741",1981-01-11,143.173453955
"742",1981-01-12,139.086454055
"743",1981-01-13,140.19093934
"744",1981-01-14,138.78132872
"745",1981-01-15,139.8040118
"746",1981-01-16,139.17820938
"747",1981-01-17,139.17820938
"748",1981-01-18,139.17820938
"749",1981-01-19,137.53283423
"750",1981-01-20,138.244171275
"751",1981-01-21,141.870217305
"752",1981-01-22,140.985011695
"753",1981-01-23,136.909831125
"754",1981-01-24,136.909831125
"755",1981-01-25,136.909831125
"756",1981-01-26,130.55009848
"757",1981-01-27,129.217313505
"758",1981-01-28,130.231287605
"759",1981-01-29,126.40275779
"760",1981-01-30,128.246262235
"761",1981-01-31,128.246262235
"762",1981-02-01,128.246262235
"763",1981-02-02,125.190654395
"764",1981-02-03,125.49391352
"765",1981-02-04,126.6472313
"766",1981-02-05,125.685200045
"767",1981-02-06,127.89634786
"768",1981-02-07,127.89634786
"769",1981-02-08,127.89634786
"770",1981-02-09,130.035335555
"771",1981-02-10,131.178700215
"772",1981-02-11,127.867421605
"773",1981-02-12,126.1806788
"774",1981-02-13,124.977906455
"775",1981-02-14,124.977906455
"776",1981-02-15,124.977906455
"777",1981-02-16,124.62861415
"778",1981-02-17,127.41486568
"779",1981-02-18,128.167881415
"780",1981-02-19,128.107540625
"781",1981-02-20,131.25490379
"782",1981-02-21,131.25490379
"783",1981-02-22,131.25490379
"784",1981-02-23,131.19518507
"785",1981-02-24,129.62881281
"786",1981-02-25,130.76657884
"787",1981-02-26,127.54550038
"788",1981-02-27,126.99185808
"789",1981-02-28,126.99185808
"790",1981-03-01,126.99185808
"791",1981-03-02,121.155286305
"792",1981-03-03,118.435596265
"793",1981-03-04,121.906124795
"794",1981-03-05,116.835010155
"795",1981-03-06,118.65176559
"796",1981-03-07,118.65176559
"797",1981-03-08,118.65176559
"798",1981-03-09,119.66014106
"799",1981-03-10,122.503934065
"800",1981-03-11,120.852960285
"801",1981-03-12,121.16866081
"802",1981-03-13,125.75829327
"803",1981-03-14,125.75829327
"804",1981-03-15,125.75829327
"805",1981-03-16,125.71350423
"806",1981-03-17,126.830430915
"807",1981-03-18,129.578736175
"808",1981-03-19,126.27958793
"809",1981-03-20,130.93142739
"810",1981-03-21,130.93142739
"811",1981-03-22,130.93142739
"812",1981-03-23,136.289627335
"813",1981-03-24,135.475959775
"814",1981-03-25,136.598174055
"815",1981-03-26,137.6267668
"816",1981-03-27,141.333370895
"817",1981-03-28,141.333370895
"818",1981-03-29,141.333370895
"819",1981-03-30,135.30831191
"820",1981-03-31,131.894080715
"821",1981-04-01,132.80012567
"822",1981-04-02,133.47320541
"823",1981-04-03,135.339104375
"824",1981-04-04,135.339104375
"825",1981-04-05,135.339104375
"826",1981-04-06,137.8880362
"827",1981-04-07,134.69868331
"828",1981-04-08,129.639388
"829",1981-04-09,131.076680735
"830",1981-04-10,126.335263195
"831",1981-04-11,126.335263195
"832",1981-04-12,126.335263195
"833",1981-04-13,121.624949155
"834",1981-04-14,124.197830675
"835",1981-04-15,124.705439795
"836",1981-04-16,123.4124673
"837",1981-04-17,123.4124673
"838",1981-04-18,123.4124673
"839",1981-04-19,123.4124673
"840",1981-04-20,123.4124673
"841",1981-04-21,123.991303435
"842",1981-04-22,126.33059767
"843",1981-04-23,125.33093118
"844",1981-04-24,126.394359845
"845",1981-04-25,126.394359845
"846",1981-04-26,126.394359845
"847",1981-04-27,125.0298493
"848",1981-04-28,125.048822435
"849",1981-04-29,123.65942909
"850",1981-04-30,124.366411645
"851",1981-05-01,124.31944536
"852",1981-05-02,124.31944536
"853",1981-05-03,124.31944536
"854",1981-05-04,124.31944536
"855",1981-05-05,123.322578185
"856",1981-05-06,124.74805159
"857",1981-05-07,124.52908295
"858",1981-05-08,124.409956545
"859",1981-05-09,124.409956545
"860",1981-05-10,124.409956545
"861",1981-05-11,129.58526791
"862",1981-05-12,126.82700953
"863",1981-05-13,127.72279033
"864",1981-05-14,126.316601095
"865",1981-05-15,126.866510975
"866",1981-05-16,126.866510975
"867",1981-05-17,126.866510975
"868",1981-05-18,125.15364123
"869",1981-05-19,127.251572305
"870",1981-05-20,125.502933535
"871",1981-05-21,126.897614475
"872",1981-05-22,123.05353291
"873",1981-05-23,123.05353291
